1.97,1.97,s209,1,1495921897,16G,,,,179478,50,70861,15,,,233393,20,106.7,8,16,,,,,71,2,+++++,+++,71,2,71,2,+++++,+++,68,2,,25061us,747ms,,254ms,309ms,172ms,2149us,146ms,122ms,56us,138ms
1.97,1.97,s209,1,1495923876,16G,,,,181501,50,70402,15,,,222633,18,123.6,9,16,,,,,72,2,+++++,+++,68,2,71,2,+++++,+++,67,2,,30254us,651ms,,219ms,369ms,105ms,1173us,130ms,123ms,116us,128ms
1.97,1.97,s209,1,1495917593,16G,,,,178810,49,69647,15,,,221827,17,121.5,9,16,,,,,71,2,+++++,+++,69,2,71,2,+++++,+++,68,2,,31772us,608ms,,231ms,318ms,116ms,1176us,136ms,128ms,46us,131ms
1.97,1.97,s209,1,1495920531,16G,,,,178619,50,69924,15,,,226462,18,111.2,9,16,,,,,71,2,+++++,+++,70,2,71,2,+++++,+++,69,2,,27930us,631ms,,195ms,342ms,157ms,1228us,263ms,130ms,25us,191ms
1.97,1.97,s209,1,1495930625,16G,,,,178681,49,70778,15,,,219902,18,126.6,10,16,,,,,71,2,+++++,+++,70,2,70,2,+++++,+++,68,2,,27535us,636ms,,257ms,350ms,108ms,1183us,134ms,216ms,65us,109ms
